0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.1736005990108966,-1.4082369005816344,1.7346545321301017,-0.041431860995032925,0.27142446617774785,-0.5454701786373916,-1.7519917963024227,-2.371372708042747,-0.11092661311211585,-0.1494350940353484,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.9743243930936704,-0.5848813388011465,-0.05439631662929032,0.6617049884007847,1.7396559185831904,-0.5182656774945813,0.9918185022350411,-0.21302840598473582,-0.8510913236442497,-0.1630181032559903,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.13970162552793244,1.6770844902661284,-0.7700166561330472,-1.088863305612251,-0.8338733687791583,-0.693583573748247,-0.41275105534961304,0.31554570880498123,0.6292380974200179,-0.3468414947086774,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.061654192663052,-0.6844078352801065,-1.3663669390528446,1.127230074897326,-0.5864186296097017,2.2475252720244554,0.4365235608643639,0.5357849233006967,0.10676888998557056,0.6438126444501389,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.0847666276983983,1.2427870510852117,1.496114418962183,0.8071815779309539,2.8284567709287995,-0.17820941320945383,-2.8625816790437772,-0.03683703438816348,1.9789502166256736,-0.4591277042659838,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.6186672019738533,-1.091561684512216,0.8997641360423855,-0.6524335370217434,-0.8668673340017525,1.1797486021691552,-0.053442563874468954,-1.6666072216564578,-0.8728608739540182,0.8040921532537133,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.35728843019334294,-0.35868475589441895,-1.1278268258849256,0.8896183119980497,0.3539093792342334,-0.7487482566211677,0.632510010759897,0.667928451998126,-0.002078861563272643,-0.0797089800360533,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.7351293251360305,0.6637237988439892,0.1841437965386286,0.45803776305854793,-0.12450311649338272,3.019830832245345,-0.739395138508835,1.5048374670818447,1.347633257642383,0.36219158660883,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.079964791411236,-1.1639445910423687,2.2117347584659397,-0.041431860995032925,0.3374123966229363,-0.8575662611924085,-0.9680459967202902,-3.384473094723038,-1.373560531078697,-0.9626045793777771,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5253527002440158,1.4327921807268627,-0.1736663732132498,0.2931642949243562,0.7993279097392553,-0.40264654763763796,-1.0660392216680568,0.3595935517041243,1.1299377545446967,-0.8955950672226104,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
